RARE_MATERIALS_IS_ATLEAST_TRIGGER;Rare materials is at least §Y$VALUE$§W.\n;Il y a au moins §Y$VALUE$§W de matériaux rares.\n;;;;;;;;x;;;;;;;;;;;;;
RARE_MATERIALS_IS_NOT_TRIGGER;Rare materials is not §Y$VALUE$§W.\n;Le stock de matériaux rares n'est pas de §Y$VALUE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
RD;rd;e;;;;;;;;x;;;;;;;;;;;;;
REAL_DEMAND;Real Demand: $VAL$;Demande réelle : $VAL$;;;;;;;;x;;;;;;;;;;;;;
REB;Rebels;Rebelles;;;;;;;;x;;;;;;;;;;;;;
REBEL_POWER_LESS_THAN;Rebel threat is less than §Y$VAL$§W percent.;La menace rebelle est inférieure à §Y$VAL$%§W.;;;;;;;;x;;;;;;;;;;;;;
REBEL_POWER_MORE_THAN;Rebel threat is at least §Y$VAL$§W percent.;La menace rebelle est d’au moins §Y$VAL$%§W.;;;;;;;;x;;;;;;;;;;;;;
REB_ACTUAL_SIZE_DESC;Number of brigades ready to join general rising: §Y$VAL$§W;Nombre de régiments prêts à se joindre au soulèvement général : §Y$VAL$§W;;;;;;;;x;;;;;;;;;;;;;
REB_ADJ;Rebel;Rebelle;;;;;;;;x;;;;;;;;;;;;;
REB_CURRENT_SIZE_DESC;Number of brigades in revolt: §Y$VAL$§W;Nombre de régiments révoltés : §Y$VAL$§W;;;;;;;;x;;;;;;;;;;;;;
REB_REVOLT_RISK;Revolt risk: §Y$VAL$§W;Risque de révolte : §Y$VAL$%§W;;;;;;;;x;;;;;;;;;;;;;
REB_SIZE_DESC;Number of possible brigades: §Y$VAL$§W;Nombre de régiments possibles : §Y$VAL$§W;;;;;;;;x;;;;;;;;;;;;;
REB_TYPE_POWER;§YRebel Power§W;§YPuissance rebelle§W;;;;;;;;x;;;;;;;;;;;;;
REB_TYPE_SIZE;§YRebel Support§W;§YSoutien rebelle§W;;;;;;;;x;;;;;;;;;;;;;
RECENT_IMIGRATION_DAYS;Immigration in the last §Y$DAYS$§W days.\n;Immigration au cours des §Y$DAYS$§W derniers jours.\n;;;;;;;;x;;;;;;;;;;;;;
RECENT_IMIGRATION_DAYS_LATER_THAN;No immigration for §Y$DAYS$§W days.\n;Pas d'immigration pendant §Y$DAYS$§W jours.\n;;;;;;;;x;;;;;;;;;;;;;
RECONAISSANCE;Reconnaissance;Reconnaissance;;;;;;;;x;;;;;;;;;;;;;
RECOVERING_OI;Currently Reinforcing;Renforts actuels;;;;;;;;x;;;;;;;;;;;;;
RECRUITED_PERCENTAGE_LESS_THAN;Less than §Y$VAL$§W% of possible soldiers recruited.\n;Moins de §Y$VAL$%§W des soldats potentiels ont été recrutés.\n;;;;;;;;x;;;;;;;;;;;;;
RECRUITED_PERCENTAGE_MORE_THAN;At least §Y$VAL$§W% of possible soldiers recruited.\n;Au moins §Y$VAL$%§W des soldats potentiels ont été recrutés.\n;;;;;;;;x;;;;;;;;;;;;;
REDUCE_POP_EFFECT;Population changed by $PERC$.\n;Ont $PERC$ de population.\n;;;;;;;;x;;;;;;;;;;;;;
REFORM_MOVEMENT_DESC;Movement calling for the enactment of §Y$REFORM$§!;Mouvement appelant à l'avènement de §Y$REFORM$§!.;;;;;;;;x;;;;;;;;;;;;;
REFORM_RESEARCH_COST;Research Cost: §Y$COST$§!;Coût de recherche : §Y$COST$§!;;;;;;;;x;;;;;;;;;;;;;
REGIMENT_HOME_NAME;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;;;;;;;;x;;;;;;;;;;;;;
REGIMENT_NAME;$NUM$$ORDER$ $TYPE$ Brigade;Régiment $TYPE$ $NUM$$ORDER$ ;;;;;;;;x;;;;;;;;;;;;;
REGIMENT_POP_NAME;$NUM$$ORDER$ $POP$ $TYPE$;$NUM$$ORDER$ $POP$ $TYPE$;;;;;;;;x;;;;;;;;;;;;;
REGIMENT_SIZE;Current Size: §Y$SIZE$§W\n;Taille actuelle : §Y$SIZE$§W\n;;;;;;;;x;;;;;;;;;;;;;
REGION_NAME;$NAME$ Region;Région $NAME$;;;;;;;;x;;;;;;;;;;;;;
REGULAR_EXP_TECH;Reg. Experience;Expérience des régiments;;;;;;;;x;;;;;;;;;;;;;
REINFORCE_INFO_TEXT;If the pops have enough reserves, this army will reinforce with §Y$VALUE$§W men each month in this location. The local reinforce rate is §Y$LOCAL$§W% in this province, and we get a bonus of §Y+$COUNTRY$§W% from technology.;Si les POP ont assez de réserves, cette armée se renforcera de §Y$VALUE$§W soldats chaque mois à cet endroit. Le taux local de renfort est de §Y$LOCAL$%§W dans cette province, et nous obtenons un bonus de §Y+$COUNTRY$%§W par la technologie.;;;;;;;;x;;;;;;;;;;;;;
REINFORCE_TECH;Reinforcement;Renforts;;;;;;;;x;;;;;;;;;;;;;
RELATION;Current relation: $RELATION$;Relation actuelle : $RELATION$;;;;;;;;x;;;;;;;;;;;;;
RELATION_BETWEEN;Current relation between $COUNTRY1$ and $COUNTRY2$: $RELATION$;Relation actuelle entre $COUNTRY1$ et $COUNTRY2$ : $RELATION$;;;;;;;;x;;;;;;;;;;;;;
RELATION_CAPPED;Can not go over this relation with gradual improvements.;Impossibilité de dépasser cette relation avec des améliorations graduelles.;;;;;;;;x;;;;;;;;;;;;;
RELATION_CHANGE;Relation between §Y$ACTIVE$§W and §Y$PASSIVE$§W changed by $MUCH$.\n;La relation entre §Y$ACTIVE$§W et §Y$PASSIVE$§W évolue de $MUCH$.\n;;;;;;;;x;;;;;;;;;;;;;
RELATION_CHANGE_SHORT;Relation with §Y$PASSIVE$§W changed by $MUCH$.\n;La relation avec §Y$PASSIVE$§W évolue de $MUCH$.\n;;;;;;;;x;;;;;;;;;;;;;
RELATION_CHANGE_VALUE;Estimated yearly change:;Changement annuel estimé de la relation :;;;;;;;;x;;;;;;;;;;;;;
RELEASE;Release §Y$WHO$§W as a independent state.\n;Libération de §Y$WHO$§W qui deviendra un État indépendant.\n;;;;;;;;x;;;;;;;;;;;;;
RELEASE_INFAMY;Infamy: ;Infamie : ;;;;;;;;x;;;;;;;;;;;;;
RELEASE_PLAY_AS;Play As;La jouer;;;;;;;;x;;;;;;;;;;;;;
RELEASE_PRESTIGE;Prestige: ;Prestige : ;;;;;;;;x;;;;;;;;;;;;;
RELEASE_VASSAL_EFFECT;Release §Y$TARGET$§W\n;Libérer §Y$TARGET$§W\n;;;;;;;;x;;;;;;;;;;;;;
RELIGION_DISTTITLE;Religion;Religion;;;;;;;;x;;;;;;;;;;;;;
REL_CORDIAL;Cordial;Cordiale;;;;;;;;x;;;;;;;;;;;;;
REL_FRIENDLY;Friendly;Amicale;;;;;;;;x;;;;;;;;;;;;;
REL_HOSTILE;Hostile;Hostile;;;;;;;;x;;;;;;;;;;;;;
REL_NEUTRAL;Neutral;Neutre;;;;;;;;x;;;;;;;;;;;;;
REL_OPPOSED;Opposed;Opposée;;;;;;;;x;;;;;;;;;;;;;
REL_SPHERE_OF_INFLUENCE;In Sphere;Dans la sphère ;;;;;;;;x;;;;;;;;;;;;;
REMAINING_NAVAL_RETREAT;Before we can perform a voluntary retreat, we need to get closer by §Y$OPT$§! to figure out what our chances are.;Avant que nous puissions effectuer une retraite volontaire, nous devons nous rapprocher de §Y$OPT$§! pour comprendre quelles sont nos chances.;;;;;;;;x;;;;;;;;;;;;;
REMOVED_BUDGET_CANT_LOAN_DESC;Banks will only loan you money if you have been meeting your interest payments and are not hostile. Foreign banks will also never loan you more than $MAXLOAN$% of their total available funds for security reasons.;Les banques ne vous prêteront d'argent que si vous avez respecté les paiements de vos intérêts et n'êtes pas hostile. Pour des raisons de sécurité, les banques étrangères ne vous prêteront jamais plus de $MAXLOAN$% de leurs fonds totaux disponibles.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERETITLE;Remove from Sphere of Influence;Retirer de la sphère d'influence;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_BUTTON;Remove from Sphere;Retirer de la sphère;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_COST;This will cost §R$PRESTIGE$§! prestige and give you §R$INFAMY$§! infamy;Cela va coûter §R$PRESTIGE$§! prestige et vous donnera §R$INFAMY$§! Infamie;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_COST_NO_INFAMY;This will cost §R$PRESTIGE$§! prestige;Cela va coûter §R$PRESTIGE$§! prestige;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_DESC;Removes nation from a §YGreat Power§W's Sphere of Influence.;Retirer une nation de la sphère d'influence de §Ygrande Puissance§;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_DI;Remove From Sphere;Retirer de la sphère;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_2;$MONARCHTITLE$, we have been informed that;$MONARCHTITLE$, nous avons été informés que;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_3;§Y$ACTOR$§W removed;§Y$ACTOR$§W a retiré;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_4;§Y$RECIPIENT$§W from the;§Y$RECIPIENT$§W de la;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_5;Sphere of Influence of §Y$TARGET$§W.;sphère d'influence de §Y$TARGET$§W.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_6;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.;$ACTOR$ a retiré $RECIPIENT$ de la sphère d'influence de $TARGET$.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_OTHER_ACCEPT_SETUP;When a nation is removed from another nation's Sphere of Influence;Si une nation est supprimée de la sphère d'influence d'une autre;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, we managed to remove;$MONARCHTITLE$, nous avons réussi à retirer;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_3;§Y$RECIPIENT$§W from the Sphere of Influence of §Y$TARGET$§W.;§Y$RECIPIENT$§W de la sphère d'influence de §Y$TARGET$§W.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_4;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_5;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_6;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_LOG;We have removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.;Nous avons retiré $RECIPIENT$ de la sphère d'influence de $TARGET$.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_THEY_ACCEPT_SETUP;When we remove a nation from another nation's Sphere of Influence;Si nous supprimons une nation de la sphère d'influence d'une autre nation;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_1;§Y$ACTOR$§W;§Y$ACTOR$§W;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, §Y$ACTOR$§W managed to remove us;$MONARCHTITLE$, §Y$ACTOR$§W a réussi à nous retirer;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_3;from the Sphere of Influence of §Y$TARGET$§W.;de la sphère d'influence de §Y$TARGET$§W.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_4;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_5;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_6;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_LOG;$ACTOR$ has removed us from the Sphere of Influence of $TARGET$.;$ACTOR$ nous a retirés de la sphère d'influence de $TARGET$.;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removed from sphere;Retiré de la sphère;;;;;;;;x;;;;;;;;;;;;;
REMOVEFROMSPHERE_WE_ACCEPT_SETUP;When we are removed from another nation's Sphere of Influence;Si nous sommes supprimés de la sphère d'influence d'une autre nation;;;;;;;;x;;;;;;;;;;;;;
REMOVE_ACCEPTED_CULTURE;§Y$CULTURE$§W removed from accepted cultures.\n;§Y$CULTURE$§W supprimé des cultures acceptées.\n;;;;;;;;x;;;;;;;;;;;;;
REMOVE_ADM_DESC;Spending on administration allows your bureaucrats to run and maintain a healthy bureaucracy, increasing your tax efficiency.;Les dépenses administratives permettent de veiller à la bonne gestion de votre nation.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_ALD;Aldjazair;Algérie;;;;;;;;x;;;;;;;;;;;;;
REMOVE_ASKMILITARYACCESS_THEY_ACCEPT_6;We will deal with them later.;Nous nous occuperons d'eux plus tard.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_ASKMILITARYACCESS_THEY_DECLINE_6;We must have those rights, one way or the other;Il nous faut ces droits, d'une manière ou d'une autre.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BADBOY_EFFECT;$DIRECTION$ $VALUE$ reputation.\n;$DIRECTION$ $VALUE$ en réputation.\n;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BE_GREAT_POWER;Great Nation;Grande nation;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BE_SECOND_RANK;Colonial Nation;Nation coloniale;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals;Coûts/Revenus divers non soldés par la diplomatie ou des accords de paix.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BUDGET_EXPORTS;Exports: §Y$VAL$§W;Exportations : §Y$VAL$§W;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BUDGET_IMPORTS;Imports: §Y$VAL$§W;Importations : §Y$VAL$¤§W;;;;;;;;x;;;;;;;;;;;;;
REMOVE_BUILDING_EFFECT;Set §Y$BUILDING$§W to level §Y$VALUE$§W in §Y$PROVINCE$§W.\n;Définir à §Y$VALUE$§W le niveau du bâtiment §Y$BUILDING$§W en §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_DESC;Call on our partner to aid us in this conflict.;Faisons appel à notre allié pour qu'il nous aide dans ce conflit.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OFFER;The nation of $ACTOR$, your faithful ally, is requesting that you come to their aid in the conflict against $LIST$.;La nation de $ACTOR$, votre fidèle allié, demande à ce que vous lui veniez en aide dans le conflit qui l'oppose à $LIST$.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_2;$MONARCHTITLE$, §Y$RECIPIENT$§W have honoured their;$MONARCHTITLE$, §Y$RECIPIENT$§W a honoré son;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_3;MILITARY ALLIANCE;ALLIANCE MILITAIRE;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_4;with;avec;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_5;§Y$ACTOR$§W;§Y$ACTOR$§W.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_6;They are now at war with $TARGETLIST$.;Ils sont maintenant en guerre contre : $TARGETLIST$.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_1;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_2;$MONARCHTITLE$, we are not surprised to learn that;$MONARCHTITLE$, nous ne sommes pas surpris d'apprendre que;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_3;§Y$RECIPIENT$§W;§Y$RECIPIENT$§W ;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_4;has honoured our Military Alliance and joined our invincible armies in declaring war on;a honoré notre alliance militaire et se joint à nos invincibles armées en déclarant la guerre à;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_5;$VERSUS$;$VERSUS$.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_6;They are now at war with $TARGETLIST$.;Ils sont maintenant en guerre contre : $TARGETLIST$.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_BTN1;Great!;Formidable !;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_BTN2;Great!;Formidable !;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_1;Military Alliance Honoured.;Alliance militaire honorée.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_2;$MONARCHTITLE$, we have decided that;$MONARCHTITLE$, nous avons décidé que;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_3;§Y$ACTOR$§W;§Y$ACTOR$§W;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_4;is only just worthy of our support in their war against;était digne de notre soutien dans sa guerre contre;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_5;$VERSUS$;$VERSUS$.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_6;We are now at war with $TARGETLIST$.;Nous sommes désormais en guerre contre $TARGETLIST$.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_BTN1;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_BTN2;OK;D'accord;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_BTN3;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CALLALLY_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CANCELALLIANCE_THEY_ACCEPT_BTN2;Go to;Voir;;;;;;;;x;;;;;;;;;;;;;
REMOVE_COUNTRYALERT_CanIncreaseOpinion;We can increase the opinion of our nation in the following nation(s):;Nous pouvons améliorer l'opinion de la (des) nation(s) suivante(s) à notre égard :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_COUNTRYALERT_HasClosedFactories;There are closed factories in the following states:;Il y a des usines fermées dans les États suivants :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_COUNTRYALERT_HasUnemployedWorkers;The following states have unemployed workers:;Les États suivants ont des chômeurs :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_COUNTRYALERT_NO_CanDoDecisions;We cannot enact any decisions;Nous ne pouvons prendre aucune décision :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_COUNTRYALERT_NO_CanIncreaseOpinion;We cannot increase the opinion of our nation in any other nations;Nous ne pouvons pas améliorer l'opinion des autres nations à notre égard.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_COUNTRYALERT_NO_HasClosedFactories;There are no closed factories in our nation;Aucune usine n'est fermée dans notre nation.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_CRUDE_OIL_EFFECT;Lose §R$VALUE$§W crude oil§W.\n;Perte de §R$VALUE$§W en pétrole non raffiné§W.\n;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DECISIONOTHER_1;$COUNTRY$;$COUNTRY$;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DECREASERELATION_BUTTON;Decrease relation;Détériorer les relations;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DECREASERELATION_THEY_ACCEPT_6;;;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DECREASERELATION_WE_ACCEPT_5;*;*;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DECREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has decreased their relations with us.;$RECIPIENT$ a détérioré ses relations avec nous.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_CANNOT_JOIN_WAR_INVALID_ALLY;We are at war with §Y$COUNTRY$§W, and cannot join their side in this war.;Nous sommes en guerre contre §Y$COUNTRY$§W, ce qui nous empêche de nous allier à ce pays.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_CANNOT_JOIN_WAR_INVALID_ENEMY;We are at war with §Y$COUNTRY$§W, and cannot start another war against them.;Nous sommes en guerre contre §Y$COUNTRY$§W, ce qui nous empêche d'engager une nouvelle guerre contre ce pays.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;We gain §Y$NUM$§W influence in §Y$COUNTRY$§W each day;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_GREATNATION_STATUS;Great Nation;Grande nation;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_SET_PRIO_DESC;Write influence desc;Write influence desc;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_WARDIALOG_ALLIES;§Y$COUNTRY$§W has the following allies:;§Y$COUNTRY$§W a les alliés suivants :;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DIPLOMACY_WARDIALOG_NUM_ALLIES;§Y$COUNTRY$§W has §Y$NUM$§W allies;§Y$COUNTRY$§W a §Y$NUM$§W alliés;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DISBAND_UNIT_DRO;Disbanding an army will reduce the amount of supplies and fuel your nation is spending on maintenance. If the unit is under-strength, it will free manpower to reinforce units in more important areas.;Démanteler une armée permet de réduire les dépenses en ravitaillements et en carburant de votre nation. Si l'unité est en sous-nombre, les effectifs libérés iront renforcer les unités ailleurs sur le terrain.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_DISSENT_EFFECT;Lose §G$VALUE$§W in dissent§W.\n;Baisse de §G$VALUE$§W de dissidence§W.\n;;;;;;;;x;;;;;;;;;;;;;
REMOVE_EDU_DESC;The educational budget goes to pay the clergy as well as producing research points;Le budget de l'enseignement permet de payer le clergé et de produire des points de recherche.;;;;;;;;x;;;;;;;;;;;;;
REMOVE_ENERGY_EFFECT;Lose §R$VALUE$§W energy§W.\n;Perte de §R$VALUE$§W en énergie§W.\n;;;;;;;;x;;;;;;;;;;;;;
REM_BUILDING;Lose §R$NAME$§W in §Y$WHERE$§W.\n;Perte de §R$NAME$§W à §Y$WHERE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
RENAME_PROV_EFF;$OLD$ renamed to §Y$NEW$§W.\n;$OLD$ renommé(e) §Y$NEW$§W.\n;;;;;;;;x;;;;;;;;;;;;;
RENAME_REGION_EFF;$OLD$ renamed to §Y$NEW$§W.\n;$OLD$ renommé(e) §Y$NEW$§W.\n;;;;;;;;x;;;;;;;;;;;;;
REORGANISE_UNITS;Reorganise these two units;Réorganiser ces deux unités;;;;;;;;x;;;;;;;;;;;;;
REORGANISE_UNITS_DRO;Reorganising these two units will allow you move subunits between the two units;La réorganisation de ces deux unités vous permettra de déplacer des sous-unités entre elles deux.;;;;;;;;x;;;;;;;;;;;;;
REORG_PANEL_BALANCE_UNITS;Balance;Équilibre;;;;;;;;x;;;;;;;;;;;;;
REPAIR_RATE_TECH;Repair Rate;Taux de réparation;;;;;;;;x;;;;;;;;;;;;;
REPLACE_MINISTER_EFFECT;§Y$NAME$§W will become §Y$POSITION$§W.\n;§Y$NAME$§W va devenir §Y$POSITION$§W.\n;;;;;;;;x;;;;;;;;;;;;;
REQ;You cannot build this without first building;Vous ne pouvez pas construire ceci sans avoir construit le premier bâtiment;;;;;;;;x;;;;;;;;;;;;;
RESEARCH_NEWS_LARGE;Scientists in $TAG_0_0$ have recently completed research into $STRING_0_1$. This breakthrough is sure to offer $TAG_0_0$ many advantages in the days to come as further inventions take place in this field.;Les chercheurs de $TAG_0_0$ ont récemment terminé leur recherche en $STRING_0_1$. Cette percée va assurément offrir à $TAG_0_0$ beaucoup d'avantages dans le futur pour d'autres inventions dans ce domaine.;;;;;;;;x;;;;;;;;;;;;;
